돌발일시,관리기관,도로타입,도로번호,도로명,방향,돌발구분,돌발상세구분,돌발내용,X,Y,링크아이디,돌발종료일시,요일,요일구분
2025-09-28 12:18,경찰청,고속국도,50.0,영동고속도로,강릉 방향,교통사고,사고,<사고>::영동고속도로::동수원IC동측::수원시영통구용인시기::종점방향::2차로::사고 동수원IC동측 → 수원시영통구용인시기 영동선 종점 ,127.0514,37.2991,2030327600,2025-09-28 12:48,Sunday,주말
2025-09-28 18:00,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,기타돌발,고장,(갓길)승용차고장처리중,127.4255,37.2407,2300019400,-,Sunday,주말
2025-09-28 18:57,경찰청,고속국도,35.0,통영대전고속도로,대전 방향,교통사고,사고,<사고>::통영대전고속도로::금산IC::인삼랜드휴게소::종점방향::::고장 금산IC → 인삼랜드휴게소 통영대전선 종점 ,127.4989,36.1522,2920013502,2025-09-28 19:27,Sunday,주말
2025-09-28 9:28,한국도로공사,고속국도,12.0,광주대구고속도로,광주 방향,기상,강우,"빗길""주의""",127.7494,35.5329,3960015200,-,Sunday,주말
2025-09-29 12:04,경찰청,고속국도,120.0,경인고속도로,서울 방향,공사,작업,<공사>::경인고속도로::서운JC동측::부천IC서측::종점방향::1차로::작업 서운JC동측 → 부천IC서측 경인선 종점 ,126.7543,37.5241,2420062200,2025-09-29 12:09,Monday,평일
2025-09-29 17:38,경찰청,고속국도,30.0,당진영덕고속도로,영덕 방향,교통사고,사고,<사고>::당진영덕고속도로::정안천교::정안천교::종점방향::::고장 정안천교 → 정안천교 당진대전선 종점 ,127.1294,36.4951,2860170102,2025-09-29 18:08,Monday,평일
2025-09-29 19:01,경찰청,고속국도,1.0,경부고속도로,서울 방향,공사,작업,<공사>::경부고속도로::건천IC::경주터널남측::종점방향::3차로::작업 건천IC → 경주터널남측 경부선 종점 ,129.0708,35.8652,3520811800,2025-09-29 19:31,Monday,평일
2025-09-29 7:03,경찰청,고속국도,45.0,중부내륙고속도로,여주 방향,공사,작업,<공사>::중부내륙고속도로::낙동Jct::낙동Jct::주의운전::공사 - 중부내륙고속도로 여주방향 낙동갈림목부근(137.5K)-낙동갈림목(138.3K)(2차로)표지판철거작업중[2025-09-29 06:29- ] ,128.239129,36.366094,3580008403,2025-09-29 7:07,Monday,평일
2025-09-29 7:50,경찰청,시군도,0.0,동해안대로,,공사,작업,<공사>::동해안로::제철동행정복지센터::동촌동7011::1차로::주의운전::도로공사 ,129.393709,35.994711,3500010000,2025-09-29 8:20,Monday,평일
2025-09-29 8:06,경찰청,고속국도,65.0,울산포항고속도로,포항 방향,교통사고,사고,<사고>::동해고속도로::해운대TG::기장일광IC남측::종점방향::::사고 해운대TG → 기장일광IC남측 부산울산선 종점 ,129.2023,35.2458,1450064900,2025-09-29 8:36,Monday,평일
2025-09-29 8:38,경찰청,고속국도,30.0,당진영덕고속도로,영덕 방향,공사,작업,<공사>::당진영덕고속도로::차동고개로262::녹천리2866::종점방향::2차로::작업 차동고개로262 → 녹천리2866 당진대전선 종점 ,126.9379,36.58,2860169200,2025-09-29 9:08,Monday,평일
2025-09-30 13:16,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,공사,작업,(갓길)이동청소작업중,126.8714,37.3961,2240013000,-,Tuesday,평일
2025-09-30 13:33,한국도로공사,고속국도,10.0,남해고속도로,순천 방향,기타돌발,고장,(갓길)대형화물차고장처리중,128.9122,35.2246,3850594200,-,Tuesday,평일
2025-09-30 15:40,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,교통사고,사고,(2차로)사고처리완료,126.7519,37.5328,1670002900,2025-09-30 15:46,Tuesday,평일
2025-09-30 20:25,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,공사,작업,"(1,2차로)노면포장작업중",127.4995,37.245,2300699200,-,Tuesday,평일
2025-09-30 22:56,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,기타돌발,고장,(갓길)승용차고장처리중,126.7443,37.3945,2240011300,-,Tuesday,평일
2025-09-30 5:50,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,기타돌발,차량증가/정체,차량증가/정체,126.752,37.5265,1670002400,-,Tuesday,평일
2025-09-30 6:25,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,차량증가/정체,차량증가/정체,126.7974,37.4557,2240031800,-,Tuesday,평일
2025-09-30 7:53,경찰청,고속국도,551.0,중앙고속도로지선,김해 방향,교통사고,사고,<사고>::중앙고속도로지선::물금IC::물금IC::기점방향::::고장 물금IC → 물금IC 중앙선지선 기점 ,129.0115,35.3055,3880003200,2025-09-30 8:23,Tuesday,평일
2025-09-30 9:11,한국도로공사,고속국도,25.0,호남고속도로,논산 방향,기타,보행자,(갓길)보행자처리중,126.7969,35.4739,3090167800,-,Tuesday,평일
2025-09-30 9:15,경찰청,지방도,1132.0,일주동대로,성산 방향,교통사고,사고,"<사고>::일주동로::김녕입구::만장굴입구교차로::주의운전::사고 - 일주동로, 함덕 -성산 방향, 만장굴 500m 못간 지점 1차로, 승용차 간 추돌사고, 경찰 수습 중, 주의운전 바람.  ",126.771753,33.55059,4050608700,2025-09-30 9:21,Tuesday,평일
2025-09-30 9:57,한국도로공사,고속국도,60.0,서울양양고속도로,서울 방향,공사,작업,(1차로)중분대보수작업중,127.8862,37.7554,2570056102,-,Tuesday,평일
2025-10-01 10:09,경찰청,고속국도,7000.0,대구외곽순환고속도로,부산 방향,공사,작업,"<공사>::대구외곽순환고속도로::칠곡JC::이언천교(서측)::주의운전::공사 - 경부고속도로 부산방향 칠곡갈림목 부근 145KM 지점 3,4차로 막고 차선 긋는 작업중. -뒤로 지체, 서행. ",128.491559,35.90752,3690709301,2025-10-01 10:20,Wednesday,평일
2025-10-01 10:49,경찰청,고속국도,104.0,남해고속도로제2지선,부산 방향,교통사고,사고,<사고>::남해고속도로제2지선::서낙동강교동측::서부산IC::종점방향::4차로::장애물 서낙동강교동측 → 서부산IC 남해2지선 종점 ,128.9328,35.1592,1410009500,2025-10-01 11:19,Wednesday,평일
2025-10-01 11:00,경찰청,일반국도,26.0,번영대로,옥교사거리 방향,교통사고,사고,"<사고>::번영로::울산교사거리::번영교남교차로::주의운전::사고 - 번영로, KBS사거리 에서 옥교사거리 방향 번영교위5차로 승용차2대추돌사고 처리중.  ",129.32327,35.550404,1920186300,2025-10-01 11:30,Wednesday,평일
2025-10-01 11:05,경찰청,고속국도,65.0,동해고속도로,부산 방향,공사,작업,<공사>::동해고속도로::강릉JC::위촌1교::기점방향::2차로::작업 강릉JC → 위촌1교 동해선(삼척-속초) 기점 ,128.8364,37.7671,2520026500,2025-10-01 11:35,Wednesday,평일
2025-10-01 11:06,경찰청,고속국도,10.0,남해고속도로,영암 방향,교통사고,사고,<사고>::남해고속도로::진례IC::청천교::기점방향::::고장 진례IC → 청천교 남해선(순천-부산) 기점 ,128.7551,35.2616,3850037900,2025-10-01 11:36,Wednesday,평일
2025-10-01 11:25,한국도로공사,고속국도,35.0,통영대전고속도로,통영 방향,기타돌발,고장,(갓길)승용고장차처리중,127.4628,36.2935,1830183700,-,Wednesday,평일
2025-10-01 11:31,경찰청,고속국도,20.0,익산포항고속도로,포항 방향,교통사고,사고,<사고>::새만금포항고속도로::전주분기점::소양IC::종점방향::::고장 전주분기점 → 소양IC 익산장수선 종점 ,127.1917,35.8788,3120050803,2025-10-01 12:01,Wednesday,평일
2025-10-01 13:27,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,공사,작업,(갓길)시설물설치작업중,126.5643,35.3101,3410130800,-,Wednesday,평일
2025-10-01 14:29,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,공사,작업,(4차로)차선도색작업중,127.1234,37.4258,2050004000,-,Wednesday,평일
2025-10-01 16:04,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기타돌발,차량증가/정체,차량증가/정체,127.2995,37.2418,2430202800,-,Wednesday,평일
2025-10-01 18:13,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,교통사고,사고,(진출로하이패스차로)사고처리중,126.9608,37.3238,2000003901,-,Wednesday,평일
2025-10-01 21:45,경찰청,고속국도,60.0,서울양양고속도로,서울 방향,공사,작업,<공사>::서울양양고속도로::청평IC남측::천안터널::기점방향::::작업 청평IC남측 → 천안터널 서울양양선 기점 ,127.4858,37.6536,2390305500,2025-10-01 22:15,Wednesday,평일
2025-10-01 7:44,경찰청,시군도,0.0,원당대로,,공사,작업,<공사>::원당대로::버스정류장::유현사거리::주의운전::공사 - 원당대로 아라역사거리에서 유현사거리구간 유현사거리 부근이 공사관계로 차로가 줄어 있으니 주의요망.	 ,126.720789,37.595301,1680530101,2025-10-01 7:47,Wednesday,평일
2025-10-01 7:54,경찰청,고속국도,25.0,호남고속도로,논산 방향,공사,작업,<공사>::호남고속도로::내장산졸음쉼터::내장산IC::종점방향::::작업 내장산졸음쉼터 → 내장산IC 호남선 종점 ,126.8013,35.5074,3090605900,2025-10-01 8:24,Wednesday,평일
2025-10-01 9:08,경찰청,특별광역시도,0.0,함월대로,외솔둥근갈림길 방향,공사,작업,"<공사>::함월1길::모은사::모은사::주의운전::공사 - 북부순환도로  삼일교 양방향 1차로 차단하고 교량 공사 중, 외솔둥근갈림길 방향 정체.  ",129.313009,35.572389,1920049400,2025-10-01 9:12,Wednesday,평일
2025-10-01 9:49,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,고장,(갓길)대형화물차고장처리중,127.337,36.7189,2710684100,-,Wednesday,평일
2025-10-02 13:47,경찰청,특별광역시도,0.0,동대구대로,,공사,작업,<공사>::동대구로::어린이세상삼거리::범어동690::1차로::주의운전::하수도/배수로 작업 ,128.625172,35.849793,1550035601,2025-10-02 14:17,Thursday,평일
2025-10-02 1:28,한국도로공사,고속국도,40.0,평택제천고속도로,제천 방향,기타돌발,고장,"(1,2차로,갓길)고장차처리중",127.2494,36.9737,2310236300,-,Thursday,평일
2025-10-02 23:20,한국도로공사,고속국도,35.0,통영대전고속도로,통영 방향,기상,강우,"빗길""주의""",127.6716,35.6681,3960031100,-,Thursday,평일
2025-10-02 5:50,한국도로공사,고속국도,120.0,경인고속도로,인천 방향,기타돌발,차량증가/정체,차량증가/정체,126.7993,37.5216,2420269300,-,Thursday,평일
2025-10-02 8:27,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,기타돌발,고장,(갓길)화물차고장처리중,128.2219,36.1593,3530025704,-,Thursday,평일
2025-10-02 9:00,경찰청,시군도,0.0,동탄청계대로,,공사,작업,<공사>::동탄천계로::오산동9671528::주택전시관앞::1차로::주의운전::도로공사 ,127.091756,37.194936,2333455900,2025-10-02 18:00,Thursday,평일
2025-10-03 15:24,경찰청,고속국도,1.0,경부고속도로,서울 방향,교통사고,사고,"<사고>::경부고속도로::남구미IC교남측::남구미IC교북측::주의운전::사고 - <사고최초>경부고속도로 서울방향 남구미(167.3K)(진출로2차로,갓길)승용차단독사고처리중[2025-10-03 15:13- ] ",128.368548,36.069906,3550139100,2025-10-03 15:27,Friday,공휴일
2025-10-03 7:01,한국도로공사,고속국도,35.0,중부고속도로,하남 방향,기타돌발,차량증가/정체,차량증가/정체,127.4201,36.6489,2710002601,-,Friday,공휴일
2025-10-04 10:19,경찰청,고속국도,104.0,남해고속도로제2지선,부산 방향,교통사고,사고,"<사고>::남해고속도로제2지선::서낙동강교동측::서부산IC::주의운전::사고 - 남해고속도로 제2지선, 부산 방향, 가락나들목 지난 지점 1차로에 승용차 2대 추돌사고가 났음. ",128.907627,35.163296,1410009500,2025-10-04 10:24,Saturday,주말
2025-10-04 16:00,경찰청,특별광역시도,0.0,청계천대로,,기타,행사,<행사>::청계천로::광교사거리::광교사거리::1차로::[집회] 장소: SK서린빌딩앞(인도)/ 행진: SK서린빌딩앞(인도)→광교→종로1가→안국동교차로→광화문삼거리→세종대로사거리→청계남로→SK서린빌딩(1개차로)::집회  서울청,126.980316,37.569248,1000003400,2025-10-04 18:00,Saturday,주말
2025-10-04 19:52,한국도로공사,고속국도,12.0,광주대구고속도로,광주 방향,기상,강우,"빗길""주의""",128.0313,35.7054,3970315900,-,Saturday,주말
2025-10-05 10:00,한국도로공사,고속국도,10.0,남해고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,128.542,35.2887,3900015001,-,Sunday,주말
2025-10-05 14:07,경찰청,고속국도,15.0,서해안고속도로,서울 방향,교통사고,사고,<사고>::서해안고속도로::함평IC북측::함평휴게소::종점방향::::고장 함평IC북측 → 함평휴게소 서해안선 종점 ,126.4811,35.1226,3400021501,2025-10-05 14:37,Sunday,주말
2025-10-05 15:47,한국도로공사,고속국도,45.0,중부내륙고속도로,창원 방향,기상,강우,"빗길""주의""",128.2659,36.1644,3530046303,-,Sunday,주말
2025-10-05 16:43,한국도로공사,고속국도,55.0,중앙고속도로,부산 방향,기상,강우,"빗길""주의""",128.5512,35.9719,3690695800,-,Sunday,주말
2025-10-05 23:59,경찰청,고속국도,45.0,중부내륙고속도로,창원 방향,기상,기상,<기상>::중부내륙고속도로::내고교::선산감천교::기점방향::::강우 내고교 → 선산감천교 중부내륙선 기점 ,128.2619,36.2376,3550695000,2025-10-06 0:29,Sunday,주말
2025-10-06 10:48,한국도로공사,고속국도,35.0,통영대전고속도로,통영 방향,기타돌발,차량증가/정체,차량증가/정체,127.4744,36.2526,1830187900,-,Monday,공휴일
2025-10-06 11:32,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기타돌발,차량증가/정체,차량증가/정체,128.1091,37.4727,2580005301,-,Monday,공휴일
2025-10-06 13:05,한국도로공사,고속국도,20.0,대구포항선,포항 방향,기타돌발,차량증가/정체,차량증가/정체,128.8676,36.002,3570012401,-,Monday,공휴일
2025-10-06 13:17,경찰청,일반국도,1.0,성산대로,,교통사고,사고,<사고>::성산대교::남단::북단::3차로::::교통사고  서울청,126.891816,37.552969,1130052300,2025-10-06 13:47,Monday,공휴일
2025-10-06 13:18,경찰청,특별광역시도,0.0,무네미대로,송추 방향,교통사고,사고,"<사고>::무네미로::장수IC남측::근로복지공단인천병원::주의운전::사고 - 수도권제1순환고속도로 송추방향, 장수나들목 1차로에서 승용차관련 사고처리 하고 있어, 시흥나들목에서 장수나들목까지 5Km구간 정체. ",126.754739,37.46652,1663184600,2025-10-06 13:27,Monday,공휴일
2025-10-06 14:08,한국도로공사,고속국도,35.0,통영대전고속도로,대전 방향,기타돌발,차량증가/정체,차량증가/정체,128.3476,35.0094,3920210305,-,Monday,공휴일
2025-10-06 16:13,경찰청,일반국도,0.0,경춘대로,,공사,작업,<공사>::경춘로::마석우리27110::마석우리261::1차로::주의운전::유지보수 ,127.308374,37.651286,2220726000,2025-10-06 16:43,Monday,공휴일
2025-10-06 18:52,경찰청,고속국도,45.0,중부내륙고속도로,창원 방향,교통사고,사고,<사고>::중부내륙고속도로::충주분기점::북충주IC::기점방향::::고장 충주분기점 → 북충주IC 중부내륙선 기점 ,127.73,37.0499,2720964600,2025-10-06 19:22,Monday,공휴일
2025-10-06 18:56,경찰청,고속국도,400.0,수도권제2순환고속도로,서울 방향,교통사고,사고,"<사고>::수도권제2순환고속도로::화도JC::화도JC::주의운전::사고 - 서울양양고속도로 서울방향, 화도분기점 부근 1차로에서 승용차관련 사고처리 중. ",127.318139,37.630683,2220779800,2025-10-06 19:26,Monday,공휴일
2025-10-06 21:54,한국도로공사,고속국도,500.0,광주외곽순환고속도로,남장성 방향,기상,강우,"빗길""주의""",126.7982,35.257,-,-,Monday,공휴일
2025-10-06 23:14,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,교통사고,사고,(3차로)화물차관련시고처리중,126.9037,37.3222,2250001400,-,Monday,공휴일
2025-10-06 5:17,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,기상,강우,"빗길""주의""",127.0946,37.4058,2060010800,-,Monday,공휴일
2025-10-06 8:46,경찰청,고속국도,65.0,동해고속도로,부산 방향,교통사고,사고,<사고>::동해고속도로::남양양IC::북강릉IC::기점방향::::고장 남양양IC → 북강릉IC 동해선(삼척-속초) 기점 ,128.7991,37.8856,2520035401,2025-10-06 9:16,Monday,공휴일
2025-10-06 9:18,경찰청,특별광역시도,0.0,화랑대로,중앙시장사거리 방향,교통사고,사고,"<사고>::화랑로::KT삼거리::신한은행네거리::주의운전::사고 - 경주 화랑로, 역전삼거리에서 중앙시장사거리 방향 신한은행사거리 직전 1차로에 승용차간 추돌사고. 처리전으로 운전자 차로에 나와 있음. 비 내리고 있으니 각별한 주의가 필요함.  ",129.212063,35.844634,3520157000,2025-10-06 9:30,Monday,공휴일
2025-10-06 9:24,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기상,강우,"빗길""주의""",127.1509,37.003,2140956100,-,Monday,공휴일
2025-10-06 9:59,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.4272,36.4712,2830025500,-,Monday,공휴일
2025-10-07 11:57,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,기타돌발,차량증가/정체,차량증가/정체,128.2407,36.3931,3580008304,-,Tuesday,공휴일
2025-10-07 14:40,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.188,36.948,3020526900,-,Tuesday,공휴일
2025-10-07 15:08,한국도로공사,고속국도,30.0,청주영덕선,청주 방향,기타돌발,차량증가/정체,청송휴게소진입로정체,129.0098,36.4566,3630182000,-,Tuesday,공휴일
2025-10-07 23:29,경찰청,고속국도,1.0,경부고속도로,부산 방향,교통사고,사고,<사고>::경부고속도로::아모레퍼시픽삼거리::기흥휴게소::기점방향::1차로::사고 아모레퍼시픽삼거리 → 기흥휴게소 경부선 기점 ,127.1039,37.2552,2440109000,2025-10-07 23:59,Tuesday,공휴일
2025-10-07 4:20,경찰청,고속국도,12.0,광주대구고속도로,광주 방향,교통사고,사고,<사고>::광주대구고속도로::동남원IC서측::요천교동측::기점방향::::고장 동남원IC서측 → 요천교동측 광주대구선 기점 ,127.4677,35.4715,3100057400,2025-10-07 4:25,Tuesday,공휴일
2025-10-08 10:48,한국도로공사,고속국도,29.0,세종포천고속도로,포천 방향,기타돌발,차량증가/정체,차량증가/정체,127.1572,37.5599,-,-,Wednesday,공휴일
2025-10-08 11:41,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,기타돌발,차량증가/정체,차량증가/정체,127.439,37.1451,2310800100,-,Wednesday,공휴일
2025-10-08 20:23,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,기타돌발,차량증가/정체,차량증가/정체,127.4767,36.7522,2840281000,-,Wednesday,공휴일
2025-10-09 16:29,경찰청,고속국도,45.0,중부내륙고속도로,양평 방향,교통사고,사고,<사고>::중부내륙고속도로::문주3교::중원대교::종점방향::::고장 문주3교 → 중원대교 중부내륙선 종점 ,127.8574,36.9354,2720963700,2025-10-09 16:59,Thursday,공휴일
2025-10-09 17:48,한국도로공사,고속국도,251.0,호남지선,논산 방향,기타돌발,차량증가/정체,차량증가/정체,127.3158,36.2949,1860631500,-,Thursday,공휴일
2025-10-09 23:49,한국도로공사,고속국도,60.0,서울양양고속도로,양양 방향,기상,강우,"빗길""주의""",127.3685,37.6341,2400477300,-,Thursday,공휴일
2025-10-10 16:12,경찰청,지방도,309.0,과천의왕간고속도로,송추 방향,교통사고,사고,"<사고>::과천의왕간고속도로::학의JC남측::학의JC북측::주의운전::사고 - 수도권제1순환고속도로 송추방향, 학의분기점 진출로 2차로에서 사고처리 중.  ",127.001522,37.387253,2260008400,2025-10-10 16:14,Friday,평일
2025-10-10 16:28,경찰청,일반국도,42.0,중부대로,,공사,작업,<공사>::일반국도42호선::수원남부경찰서앞교차::KT동수원지사::4차로::주의운전::도로공사 ,127.051884,37.273495,2030002700,2025-10-10 16:58,Friday,평일
2025-10-10 17:42,경찰청,일반국도,1.0,성산대로,,교통사고,사고,<사고>::성산대교::남::북::1차로::::교통사고  서울청,126.890325,37.550584,1180118300,2025-10-10 18:12,Friday,평일
2025-10-10 17:43,경찰청,고속국도,120.0,경인고속도로,서울 방향,교통사고,사고,"<사고>::경인고속도로::부천IC동측::부천시양천구::갓길::차량고장:::: 경인고속도로 부천IC → 신월IC 서울방향, [차량고장] 경인고속도로 (서울방향) 부천IC → 신월IC  갓길 통제 ,  차량고장",126.8083,37.5215,2420269300,2025-10-10 18:13,Friday,평일
2025-10-10 8:14,경찰청,고속국도,1.0,경부고속도로,,교통사고,사고,<사고>::경부고속도로::서초IC::반포IC::5차로::::고장 차량  서울청,127.024977,37.486607,1210004200,2025-10-10 8:44,Friday,평일
2025-10-12 15:40,한국도로공사,고속국도,35.0,통영대전고속도로,통영 방향,기상,강우,"빗길""주의""",127.6703,35.6695,3960031100,-,Sunday,주말
2025-10-12 17:20,경찰청,도시고속국도,61.0,동부간선도대로,의정부 방향,교통사고,사고,<사고>::동부간선도로::뚝섬유수지체육공원::성수동1가6741::4차로::고장차량 동부간선로 성수JC→성동JC 의정부 방향 ,127.03988,37.550917,1030002001,2025-10-12 17:50,Sunday,주말
2025-10-12 18:24,한국도로공사,고속국도,35.0,통영대전고속도로,통영 방향,기상,강우,"빗길""주의""",127.4573,36.2878,1830182400,-,Sunday,주말
2025-10-12 7:04,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기상,강우,"빗길""주의""",128.098,36.1336,3530025804,-,Sunday,주말
2025-10-13 12:35,한국도로공사,고속국도,451.0,중부내륙지선,대구 방향,기상,강우,"빗길""주의""",128.5251,35.8927,-,-,Monday,평일
2025-10-13 17:33,한국도로공사,고속국도,12.0,광주대구고속도로,광주 방향,기상,강우,"빗길""주의""",127.7494,35.5329,3960015200,-,Monday,평일
2025-10-13 21:15,한국도로공사,고속국도,65.0,부산울산선,울산 방향,기상,강우,"빗길""주의""",129.2496,35.5539,1960246800,-,Monday,평일
2025-10-13 7:27,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,(진출로),127.1892,36.8942,3020411000,2025-10-13 9:04,Monday,평일
2025-10-13 8:39,경찰청,고속국도,10.0,남해고속도로,부산 방향,공사,작업,<공사>::남해고속도로::대저JC::제2낙동대교서측::종점방향::::작업 대저JC → 제2낙동대교서측 남해선(순천-부산) 종점 ,128.9807,35.2189,1410017200,2025-10-13 9:09,Monday,평일
2025-10-13 9:58,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,고장,(2차로)고장차처리중,127.1033,37.3543,2060358300,-,Monday,평일
2025-10-14 12:26,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,교통사고,사고,"(1차로,갓길)승용차사고처리중",128.3621,36.1013,3550129200,-,Tuesday,평일
2025-10-14 15:38,경찰청,고속국도,45.0,중부내륙고속도로,창원 방향,교통사고,사고,<사고>::중부내륙고속도로::연풍터널::연풍터널::기점방향::1차로::고장 연풍터널 → 연풍터널 중부내륙선 기점 ,127.9788,36.7977,2800034705,2025-10-14 16:08,Tuesday,평일
2025-10-14 5:29,경찰청,고속국도,12.0,광주대구고속도로,광주 방향,교통사고,사고,<사고>::광주대구고속도로::고령JC::고령JC::기점방향::::고장 고령JC → 고령JC 광주대구선 기점 ,128.3698,35.757,3670018000,2025-10-14 5:59,Tuesday,평일
2025-10-14 7:35,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,128.5079,35.8949,1540430200,-,Tuesday,평일
2025-10-14 8:01,경찰청,지방도,397.0,안양대로,,공사,작업,<공사>::안양로::석수전화국사거리::안양대교사거리::1차로::주의운전::도로공사 ,126.909872,37.412678,2080048400,2025-10-14 8:31,Tuesday,평일
2025-10-14 8:11,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,고장,(5차로)고장차처리중,127.0947,37.203,2333346500,-,Tuesday,평일
2025-10-14 8:21,한국도로공사,고속국도,141.0,함양울산고속도로,울주JC 방향,기타돌발,고장,(갓길)대형화물차고장처리중,129.0065,35.5269,1961185501,-,Tuesday,평일
2025-10-14 9:34,한국도로공사,고속국도,65.0,동해고속도로,삼척 방향,기타돌발,고장,(갓길)고장차처리중,128.5859,38.0817,2670184003,-,Tuesday,평일
2025-10-15 10:58,한국도로공사,고속국도,27.0,순천완주고속도로,순천 방향,교통사고,사고,(갓길)승용차관련추돌사고처리중,127.3718,35.3208,3100053101,-,Wednesday,평일
2025-10-15 12:53,한국도로공사,고속국도,25.0,호남고속도로,순천 방향,기상,강우,"빗길""주의""",126.808,35.4397,3420162100,-,Wednesday,평일
2025-10-15 13:59,한국도로공사,고속국도,102.0,남해고속도로제1지선,함안 방향,기타돌발,고장,(갓길)승용차고장처리중,128.485,35.2703,3900765100,-,Wednesday,평일
2025-10-15 14:32,경찰청,고속국도,35.0,통영대전고속도로,대전 방향,공사,작업,<공사>::통영대전고속도로::진주시사천시::진주JC::종점방향::::작업 진주시사천시 → 진주JC 통영대전선 종점 ,128.1345,35.123,3810403700,2025-10-15 15:02,Wednesday,평일
2025-10-15 19:04,경찰청,일반국도,45.0,팽성대로,,교통사고,사고,<사고>::일반국도45호선::추팔공업단지사거리::추팔리20413::1차로::주의운전::고장 차량 ,127.071535,36.967555,2140003027,2025-10-15 20:30,Wednesday,평일
2025-10-15 21:58,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,교통사고,사고,화물차사고처리중전면차단중,126.8902,37.3258,2250273200,-,Wednesday,평일
2025-10-15 6:28,경찰청,시군도,0.0,형산강북대로,,공사,작업,<공사>::형산강북로::형산강북로261::상도동572::1차로::주의운전::도로공사 ,129.348802,36.004275,3500773800,2025-10-15 6:58,Wednesday,평일
2025-10-15 9:56,경찰청,특별광역시도,0.0,국채보상대로,공평네거리 방향,공사,작업,<공사>::국채보상로::공평네거리::노보텔앰배서더대구::주의운전::공사 - 국채보상로 종각네거리에서 공평네거리방향 공평네거리 50m 못 간 지점 가장자리차로 작업중. ,128.599736,35.870224,1500037801,2025-10-15 9:59,Wednesday,평일
2025-10-16 14:44,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,기타돌발,고장,(갓길)대형화물차고장처리중,127.896,36.8806,2800540400,-,Thursday,평일
2025-10-16 18:21,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,교통사고,사고,(1차로)승용차관련사고처리중,127.1888,37.5343,2270007200,-,Thursday,평일
2025-10-16 1:18,한국도로공사,고속국도,12.0,무안광주고속도로,무안 방향,기상,강우,"빗길""주의""",126.5932,35.067,3400130000,-,Thursday,평일
2025-10-16 23:46,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,기타돌발,고장,(갓길)대형화물차고장처리중,127.7213,37.0832,2720965000,-,Thursday,평일
2025-10-16 4:08,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기상,강우,"빗길""주의""",129.0932,35.2466,1400006000,-,Thursday,평일
2025-10-16 7:42,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,기타돌발,차량증가/정체,차량증가/정체,127.0838,37.2922,2440188200,-,Thursday,평일
2025-10-16 9:13,경찰청,고속국도,120.0,경인고속도로,서울 방향,교통사고,사고,<사고>::경인고속도로::부평IC동측::인천TG::종점방향::2차로::장애물 부평IC동측 → 인천TG 경인선 종점 ,126.7203,37.5238,1660003702,2025-10-16 9:43,Thursday,평일
2025-10-16 9:54,한국도로공사,고속국도,10.0,남해고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,128.6268,35.279,4140159000,-,Thursday,평일
2025-10-17 10:39,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,장애물,"(1,3차로)장애물(타이어)조심",129.1416,35.6005,1960037504,-,Friday,평일
